date	open	high	low	close	volume
 2009/04/21	2523.26	2552.6	2499.6	2535.83	180986656
 2009/04/22	2548.1	2579.22	2449.9	2461.35	213984624
 2009/04/23	2440.68	2474.15	2422.79	2463.95	140964352
 2009/04/24	2477.16	2481.53	2445.66	2448.59	124442680
 2009/04/27	2443.44	2452.93	2393.16	2405.35	126570360
 2009/04/28	2382.88	2411.44	2372.34	2401.44	104409752
 2009/04/29	2401.66	2477.73	2395.48	2468.19	140227968
 2009/04/30	2477.93	2491.07	2461.36	2477.57	142065472
 2009/05/04	2486.69	2560.54	2486.23	2559.91	166068224
 2009/05/05	2577.43	2590.78	2552.39	2567.34	173313920
 2009/05/06	2563.56	2596.93	2552.63	2592.52	175516064
 2009/05/07	2612.12	2622.11	2566.12	2597.45	198989824
 2009/05/08	2586.76	2634.06	2574.57	2625.65	174623984
 2009/05/11	2646.29	2663.95	2579.75	2579.75	193385792
 2009/05/12	2562.36	2619.69	2558.96	2618.17	135343392
 2009/05/13	2629.03	2670.21	2608.32	2663.77	160666176
 2009/05/14	2631.45	2651.49	2610.22	2639.89	138342816
 2009/05/15	2646.89	2661.37	2623.36	2645.26	119376064
 2009/05/18	2632.57	2656.84	2589.61	2652.78	129358672
 2009/05/19	2679.4	2688.11	2660.56	2676.68	158752096
 2009/05/20	2680.55	2686.34	2651.01	2651.41	148167056
 2009/05/21	2639.14	2663.23	2598.87	2610.62	156382656
 2009/05/22	2595.99	2617.75	2578.59	2597.6	110703672
 2009/05/25	2555.34	2618.36	2538.62	2610.01	123584704
 2009/05/26	2615.01	2618.8	2585.91	2588.57	121942688
 2009/05/27	2601.24	2635.31	2592.79	2632.93	115082624
 2009/06/01	2668.4	2726.72	2668.4	2721.28	162047296
 2009/06/02	2739.44	2750.88	2713.47	2724.3	171612368
 2009/06/03	2722.27	2778.68	2717.86	2778.59	169429344
 2009/06/04	2753.25	2778.24	2728.2	2767.24	189882896
 2009/06/05	2783.86	2791.65	2750.38	2753.89	159409520
 2009/06/08	2753.34	2795.15	2729.03	2768.34	147120240
 2009/06/09	2766.51	2788.37	2721.85	2787.89	145030704
 2009/06/10	2796.9	2820.57	2790	2816.25	158114672
 2009/06/11	2812.28	2828.74	2787.45	2797.32	145818320
 2009/06/12	2793.97	2812.68	2722.22	2743.76	141124848
 2009/06/15	2743.03	2790.98	2727.74	2789.55	122804320
 2009/06/16	2762.74	2797.48	2753.69	2776.02	115704416
 2009/06/17	2771.52	2813.61	2744.22	2810.12	124135680
 2009/06/18	2812.99	2855.42	2810.85	2853.9	152234592
 2009/06/19	2861.18	2886.5	2847.36	2880.49	166571216
 2009/06/22	2900.57	2923.24	2884.13	2896.3	161241008
 2009/06/23	2853.49	2941.05	2841.9	2892.7	161926240
 2009/06/24	2889.05	2923.47	2880.28	2922.3	152622112
 2009/06/25	2926.62	2946.9	2909.09	2925.05	131177680
 2009/06/26	2930.5	2937.61	2910.34	2928.21	117330488
 2009/06/29	2930.31	2976.92	2918.39	2975.31	137076240
 2009/06/30	2990.12	2997.27	2953.36	2959.36	136922304
 2009/07/01	2950.17	3009.71	2947.69	3008.15	150140448
 2009/07/02	3015.08	3062.56	3015.08	3060.25	174747712
 2009/07/03	3035.81	3088.86	3029.55	3088.37	174495888
 2009/07/06	3091.48	3128.31	3090.1	3124.67	199131584
 2009/07/07	3118.27	3130.07	3077.48	3089.45	194615504
 2009/07/08	3057.46	3097.96	3011.21	3080.77	177484848
 2009/07/09	3073.52	3123.51	3064.21	3123.03	181390272
 2009/07/10	3124.79	3140.04	3099.99	3113.93	174289456
 2009/07/13	3098.96	3112.88	3076.3	3080.56	167169424
 2009/07/14	3088.58	3147.59	3088.58	3145.16	177534304
 2009/07/15	3156.63	3188.91	3156.63	3188.55	206725616
 2009/07/16	3209.77	3221.07	3175.96	3183.74	205167904
 2009/07/17	3181.06	3197.23	3158.57	3189.74	176252800
 2009/07/20	3203.89	3269.18	3192.9	3266.92	211984016
 2009/07/21	3275.67	3279.59	3207.5	3213.21	215195904
 2009/07/22	3207.99	3301.43	3207.26	3296.61	187782496
 2009/07/23	3301.1	3331.06	3289.22	3328.49	181509536
 2009/07/24	3343.76	3398.05	3306.91	3372.6	208990336
 2009/07/27	3377.72	3435.93	3376.29	3435.21	212417280
 2009/07/28	3434.32	3439.92	3392.43	3438.37	218790304
 2009/07/29	3419.99	3454.02	3174.21	3266.43	303175360
 2009/07/30	3281.2	3336.64	3215.75	3321.56	228951296
 2009/07/31	3354.68	3414.15	3333.72	3412.06	212759392
 2009/08/03	3429.69	3465.17	3398.45	3462.59	218302352
 2009/08/04	3477.11	3478.01	3404.82	3471.44	230009104
 2009/08/05	3467.05	3468.1	3385.42	3428.5	223497072
 2009/08/06	3401.48	3419.74	3309.61	3356.33	196388112
 2009/08/07	3352.66	3374.46	3244.1	3260.69	175290608
 2009/08/10	3287.76	3307.89	3201.06	3249.76	146781024
 2009/08/11	3261.41	3273.02	3222.71	3264.73	119804320
 2009/08/12	3255.99	3255.99	3104.56	3112.72	160388032
 2009/08/13	3112.57	3150.36	3060.12	3140.56	141992896
 2009/08/14	3138.15	3146	3039.3	3046.97	148469280
 2009/08/17	2994.87	3020.26	2867.39	2870.63	156815120
 2009/08/18	2845.33	2920.64	2827.11	2910.88	134994688
 2009/08/19	2916.09	2929.06	2761.4	2785.58	140576800
 2009/08/20	2798.37	2914.64	2798.37	2911.58	134285696
 2009/08/21	2905.05	2969.52	2883.27	2960.77	154424032
 2009/08/24	2982.19	3004.9	2944.92	2993.43	137241152
 2009/08/25	2980.1	2980.1	2823.64	2915.8	169038784
 2009/08/26	2889.74	2995.8	2872.26	2967.59	148017504
 2009/08/27	2947.83	2988.03	2909.89	2946.4	157879296
 2009/08/28	2938.42	2949.43	2843.11	2860.69	142735584
 2009/08/31	2817.63	2817.63	2663	2667.75	139685056
 2009/09/01	2649.17	2727.08	2639.76	2683.72	119251440
 2009/09/02	2681.33	2729.71	2669.22	2714.97	102232432
 2009/09/03	2722.3	2854.16	2715.62	2845.02	150218176
 2009/09/04	2841.17	2875.98	2827.58	2861.61	147887360
 2009/09/07	2877.62	2919.35	2860	2881.12	150735184
 2009/09/08	2865.7	2931.23	2831.85	2930.48	148083056
 2009/09/09	2944.17	2962.29	2900.11	2946.26	148905648
 2009/09/10	2934.96	2958.95	2911.21	2924.88	117502192
 2009/09/11	2917.19	2999.33	2915.9	2989.79	141734128
 2009/09/14	2990.93	3033.08	2984.83	3026.74	159188288
 2009/09/15	3029.1	3050.43	2999.43	3033.73	159377680
 2009/09/16	3027.51	3028.56	2960.59	2999.71	164738368
 2009/09/17	3015.59	3064.23	3015.59	3060.26	176860016
 2009/09/18	3063.31	3068.03	2940.83	2962.67	186678064
 2009/09/21	2937.93	2968.7	2871.65	2967.01	159010144
 2009/09/22	2956.13	2982.9	2896.94	2897.55	142937280
 2009/09/23	2897.81	2924.2	2825.86	2842.72	121360632
 2009/09/24	2824.58	2886.26	2783.11	2853.55	120039008
 2009/09/25	2836.7	2864.07	2812.92	2838.84	88104592
 2009/09/28	2844.37	2857.95	2752.77	2763.52	81369720
 2009/09/29	2763.76	2779.69	2712.3	2754.54	86854608
 2009/09/30	2772.57	2803.86	2763.71	2779.43	75094448
 2009/10/09	2840.13	2912.55	2834.62	2911.72	97067208
 2009/10/12	2927.02	2932.08	2893.57	2894.48	99798720
 2009/10/13	2889.79	2937.82	2886.96	2936.19	90101104
 2009/10/14	2945.67	3010.61	2943.74	2970.53	147615328
 2009/10/15	2994.89	3014.26	2967.11	2979.79	113940264
 2009/10/16	2992.75	3008.18	2931.92	2976.63	105658432
 2009/10/19	2974.64	3039.6	2962.31	3038.27	134983040
 2009/10/20	3062.55	3084.94	3053.64	3084.45	161398112
 2009/10/21	3080.52	3105.51	3062.56	3070.59	150078256
 2009/10/22	3068.68	3080.66	3045.03	3051.41	115141912
 2009/10/23	3057.39	3123.46	3057.39	3107.85	154020432
 2009/10/26	3114.29	3123.36	3083.18	3109.57	126916696
 2009/10/27	3086.09	3086.09	3020.49	3021.46	143799248
 2009/10/28	3014.18	3038.06	2974.26	3031.33	121347040
 2009/10/29	2975.2	2993.44	2952.01	2960.47	125412216
 2009/10/30	3007.25	3027.13	2983.93	2995.85	119313136
 2009/11/02	2933.82	3077.91	2923.52	3076.65	157185568
 2009/11/03	3085.74	3121.2	3078.94	3114.23	166580448
 2009/11/04	3119.31	3141.45	3096.35	3128.54	161404080
 2009/11/05	3133.5	3158.72	3122.52	3155.05	158261312
 2009/11/06	3176.14	3183.57	3156.99	3164.04	178199552
 2009/11/09	3162.15	3176.66	3141.77	3175.58	151529824
 2009/11/10	3203.17	3211.1	3176.25	3178.61	153401888
 2009/11/11	3176.31	3186.59	3149.07	3175.19	137875488
 2009/11/12	3181.46	3199.87	3163.08	3172.95	148659136
 2009/11/13	3164.65	3189.09	3127.5	3187.65	167126736
 2009/11/16	3206.43	3275.55	3206.43	3275.05	217640144
 2009/11/17	3291.04	3298.38	3275.3	3282.89	180125152
 2009/11/18	3287.26	3315.87	3274.21	3303.23	169464800
 2009/11/19	3311.19	3329.03	3285.8	3320.61	192477584
 2009/11/20	3309.38	3332.53	3280.18	3308.35	186993952
 2009/11/23	3312.97	3339.3	3305.5	3338.66	178645296
 2009/11/24	3352.22	3361.39	3214.03	3223.53	272142080
 2009/11/25	3214.82	3291.17	3188.02	3290.16	209369376
 2009/11/26	3296.01	3305.33	3160.35	3170.98	240592480
 2009/11/27	3137.3	3169.75	3080.89	3096.27	170088208
 2009/11/30	3114.29	3195.88	3114.29	3195.3	156491856
 2009/12/01	3191.06	3240.66	3173.42	3235.36	183184624
 2009/12/02	3252.98	3278.27	3245.96	3269.75	189209472
 2009/12/03	3268	3270.37	3227.77	3264.63	170458800
 2009/12/04	3256.61	3319.13	3214.84	3317.04	243137888
 2009/12/07	3313.06	3334.01	3302.13	3331.9	157473120
 2009/12/08	3330.33	3330.38	3260.67	3296.66	153232560
 2009/12/09	3258	3284.65	3228.2	3239.57	129467592
 2009/12/10	3258.35	3276.13	3225.56	3254.26	105610144
 2009/12/11	3260.45	3280.94	3242.37	3247.32	103129000
 2009/12/14	3246.95	3315.03	3178.23	3302.9	139662240
 2009/12/15	3283.6	3303.18	3267.94	3274.46	116372704
 2009/12/16	3262.86	3299.33	3246.61	3255.21	116058224
 2009/12/17	3261.61	3272.97	3176.63	3179.08	119382280
 2009/12/18	3154.82	3169.58	3108.03	3113.89	113626416
 2009/12/21	3108.07	3123.99	3088	3122.97	86047280
 2009/12/22	3126.62	3129.31	3039.86	3050.52	96817288
 2009/12/23	3048.2	3078.84	3041.35	3073.78	90495808
 2009/12/24	3080.87	3156.53	3075.11	3153.41	118410976
 2009/12/25	3149.23	3154.77	3128.15	3141.35	92991120
 2009/12/28	3148.86	3202.09	3148.86	3188.78	103142592
 2009/12/29	3190.17	3212.52	3166.76	3211.76	111437672
 2009/12/30	3211.83	3267	3206.22	3262.6	154267504
 2009/12/31	3265	3282.21	3250.03	3277.14	133111856
 2010/01/04	3289.75	3295.28	3243.32	3243.76	122446256
 2010/01/05	3254.47	3290.51	3221.46	3282.18	142274960
 2010/01/06	3277.52	3295.87	3253.04	3254.21	135131296
 2010/01/07	3253.99	3268.82	3176.71	3192.78	145228704
 2010/01/08	3177.26	3198.92	3149.02	3196	114602544
 2010/01/11	3301.61	3306.75	3197.33	3212.75	161502176
 2010/01/12	3205.7	3275.2	3180.08	3273.97	159128736
 2010/01/13	3204.98	3232.82	3165.49	3172.66	185213136
 2010/01/14	3183.38	3219.02	3165.6	3215.55	151986656
 2010/01/15	3217.19	3241.82	3197.22	3224.15	131414088
 2010/01/18	3213.64	3238.24	3202.21	3237.1	145703536
 2010/01/19	3242.22	3268.81	3236.84	3246.87	144950160
 2010/01/20	3252.04	3255.13	3148.33	3151.85	172555632
 2010/01/21	3154.19	3176.15	3126.9	3158.86	132639664
 2010/01/22	3118.72	3147.83	3062.63	3128.59	156427040
 2010/01/25	3103.32	3137	3092.93	3094.41	93994064
 2010/01/26	3094.85	3107.2	3001.96	3019.39	109494648
 2010/01/27	3020.54	3028.65	2972.63	2986.61	93150248
 2010/01/28	2985.21	3006.04	2963.89	2994.14	85167120
 2010/01/29	2979.74	3024.85	2968.45	2989.29	91271120
 2010/02/01	2981.37	2981.37	2912.89	2941.36	100564352
 2010/02/02	2955.75	2990.75	2930.56	2934.71	93734928
 2010/02/03	2945.03	3005.13	2890.02	3003.83	119005328
 2010/02/04	2983.05	3015.13	2968.68	2995.31	111441896
 2010/02/05	2936.2	2959.23	2918.91	2939.4	107746152
 2010/02/08	2936.45	2954.27	2922.19	2935.17	68452320
 2010/02/09	2932.09	2957.47	2929.21	2948.84	69093616
 2010/02/10	2967.14	2983.18	2958.22	2982.5	62322400
 2010/02/11	2985.08	3001.64	2976.08	2985.5	62462056
 2010/02/12	2996.09	3018.86	2993.44	3018.13	60694992
 2010/02/22	3016.7	3026.66	3002.81	3003.4	75193872
 2010/02/23	2998.91	2998.91	2938.75	2982.58	89011528
 2010/02/24	2964.98	3023.74	2955.07	3022.18	99625944
 2010/02/25	3026.66	3063	3022.37	3060.62	130544488
 2010/02/26	3053.5	3067.52	3041.69	3051.94	109599888
 2010/03/01	3057.01	3093.09	3054.55	3087.84	120949904
 2010/03/02	3089.71	3095.99	3060.96	3073.11	113653840
 2010/03/03	3074.1	3098.46	3061.47	3097.01	123134064
 2010/03/04	3098.07	3102.4	3016.22	3023.37	136744528
 2010/03/05	3026.64	3044.16	3011.09	3031.06	98280192
 2010/03/08	3036.41	3058.83	3030.9	3053.23	85598072
 2010/03/09	3053.26	3084.85	3028.69	3069.14	99564080
 2010/03/10	3067.15	3085.99	3034.74	3048.93	90553112
 2010/03/11	3050.64	3070.94	3025.31	3051.28	87850576
 2010/03/12	3051.47	3057.52	3011.97	3013.41	77895576
 2010/03/15	3010.72	3013.52	2963.49	2976.94	73318288
 2010/03/16	2974.49	2993.84	2963.44	2992.84	64986776
 2010/03/17	2999.82	3050.76	2994.89	3050.48	96339656
 2010/03/18	3053.16	3063.59	3035.02	3046.09	98192976
 2010/03/19	3046.75	3069.66	3031.02	3067.75	102391880
 2010/03/22	3069.66	3083.35	3061.76	3074.58	105968224
 2010/03/23	3076.96	3082.97	3051.21	3053.13	101281840
 2010/03/24	3058.93	3076.75	3052.21	3056.81	98158384
 2010/03/25	3051.36	3051.36	3012.31	3019.18	97324480
 2010/03/26	3017.21	3067.71	3009.91	3059.72	104093576
 2010/03/29	3076.05	3130.28	3071.69	3123.8	151903440
 2010/03/30	3123.83	3132.58	3113.77	3128.47	112628560
 2010/03/31	3129.57	3130.11	3101.76	3109.1	111534904
 2010/04/01	3111.93	3148.34	3111.93	3147.42	140784304
 2010/04/02	3154.77	3159.6	3141.87	3157.96	133339704
 2010/04/06	3170.61	3177.97	3141.93	3158.68	132234656
 2010/04/07	3156.31	3161.08	3132.24	3148.22	114137792
 2010/04/08	3143.45	3143.83	3110.26	3118.71	126899480
 2010/04/09	3118.93	3146.46	3114.79	3145.35	114165552
 2010/04/12	3151.89	3156.21	3111.9	3129.26	147730704
 2010/04/13	3129.69	3173.63	3101.48	3161.25	161433776
 2010/04/14	3161.55	3167.66	3145.55	3166.18	114888784
 2010/04/15	3168.14	3181.66	3135.99	3164.97	116473280
 2010/04/16	3159.67	3159.67	3121.37	3130.3	95126160
 2010/04/19	3096.78	3096.78	2977.77	2980.3	153147984
 2010/04/20	2980.08	2998.91	2941.35	2979.53	118165376
 2010/04/21	2984.62	3034.33	2972.1	3033.28	131151400
 2010/04/22	3021.29	3023.64	2978.46	2999.48	136997712
 2010/04/23	2995.57	3015.63	2966.78	2983.54	117602048
 2010/04/26	2988.08	2996.83	2965.83	2969.5	104096144
 2010/04/27	2962.15	2962.15	2866.34	2907.93	124398800
 2010/04/28	2883.17	2916.68	2865.47	2900.33	95519304
 2010/04/29	2912.2	2928.93	2867.94	2868.43	99942728
 2010/04/30	2867.65	2875.81	2820.95	2870.61	103631952
 2010/05/04	2821.35	2862.56	2809.13	2835.28	79010408
 2010/05/05	2804.51	2857.29	2770.33	2857.15	112685568
 2010/05/06	2838.95	2838.95	2735	2739.7	113710880
 2010/05/07	2685.99	2732.18	2665.81	2688.38	111599520
 2010/05/10	2690.86	2713.06	2646.59	2698.76	99885544
 2010/05/11	2745.6	2751.07	2638.53	2647.57	116181952
 2010/05/12	2628.02	2668.12	2604.2	2655.71	106781856
 2010/05/13	2653.58	2711.07	2646.9	2710.51	103204144
 2010/05/14	2692.1	2712.86	2677.19	2696.63	88118880
 2010/05/17	2663.88	2663.88	2557.24	2559.93	102158256
 2010/05/18	2555.14	2603.32	2529.63	2594.78	103796640
 2010/05/19	2581.63	2623.96	2554.98	2587.81	90466624
 2010/05/20	2571.54	2609.64	2551.45	2555.94	82742616
 2010/05/21	2492.57	2584.45	2481.97	2583.52	103033632
 2010/05/24	2596.32	2680.49	2596.32	2673.42	133322000
 2010/05/25	2654.36	2659.74	2609.09	2622.63	106011456
 2010/05/26	2620.85	2644.94	2610.51	2625.79	81570480
 2010/05/27	2615.1	2662.08	2583.55	2655.92	105685368
 2010/05/28	2680.4	2686.54	2641.41	2655.77	112506320
 2010/05/31	2647.87	2665.39	2591.53	2592.15	97390528
 2010/06/01	2577.76	2598.9	2534.27	2568.28	93289072
 2010/06/02	2548.54	2572.34	2521.06	2571.42	76092488
 2010/06/03	2575.77	2596.14	2551.53	2552.66	86990408
 2010/06/04	2536.23	2556.97	2527.87	2553.59	67027952
 2010/06/07	2508.33	2527.1	2491.66	2511.73	77361112
 2010/06/08	2510.08	2531.88	2491.65	2513.95	71810648
 2010/06/09	2523.88	2589.47	2501.12	2583.87	118099944
 2010/06/10	2561.55	2581.05	2554.79	2562.58	88318600
 2010/06/11	2574.9	2590.98	2566.62	2569.94	77718280
 2010/06/17	2588.97	2595.51	2559.72	2560.25	65401992
 2010/06/18	2556.6	2568.86	2505.33	2513.22	81520184
 2010/06/21	2517.29	2587.34	2504.31	2586.21	99521920
 2010/06/22	2579.63	2598.35	2572.96	2588.7	72428360
 2010/06/23	2576.34	2593.67	2546.52	2569.87	73981576
 2010/06/24	2563.64	2586.9	2554.34	2566.75	58237644
 2010/06/25	2556.54	2572.83	2534.27	2552.82	58477104
 2010/06/28	2550.65	2561.48	2528.39	2535.28	51436896
 2010/06/29	2534.5	2541.14	2425.93	2427.05	93473120
 2010/06/30	2409.54	2411.44	2382.36	2398.37	67271880
 2010/07/01	2393.95	2410.77	2371.78	2373.79	60830288
 2010/07/02	2371.32	2386.4	2319.74	2382.9	84619384
 2010/07/05	2358.76	2378.09	2335.57	2363.95	66879176
 2010/07/06	2358.28	2409.78	2356.55	2409.42	81002888
 2010/07/07	2407.67	2421.68	2392.57	2421.12	67152264
 2010/07/08	2429.68	2436.28	2402	2415.15	61164292
 2010/07/09	2416.58	2485.6	2398.68	2470.92	100721616
 2010/07/12	2468.54	2501.02	2455.81	2490.72	94617472
 2010/07/13	2468.69	2468.69	2439.24	2450.29	77640232
 2010/07/14	2456.1	2494.59	2456.1	2470.44	82805376
 2010/07/15	2465.99	2487.24	2423.65	2424.3	117510320
 2010/07/16	2414.68	2428.46	2389.07	2424.27	80934152
 2010/07/19	2399.58	2484.19	2392.27	2475.42	105709768
 2010/07/20	2477.75	2530.33	2477.46	2528.73	132382408
 2010/07/21	2529.62	2553.45	2520.15	2535.39	125845264
 2010/07/22	2525.98	2563.24	2522.2	2562.41	116699864
 2010/07/23	2566.85	2579.52	2549.24	2572.03	125865112
 2010/07/26	2576.37	2589.48	2556.47	2588.68	104540608
 2010/07/27	2581.59	2588	2565.64	2575.37	99031008
 2010/07/28	2574.32	2636	2564.16	2633.66	146193024
 2010/07/29	2635.05	2656.41	2623.94	2648.12	156572144
 2010/07/30	2642.85	2643.03	2614.73	2637.5	107066472
 2010/08/02	2635.81	2675.76	2633.65	2672.52	131925768
 2010/08/03	2678.79	2681.79	2626.72	2627	145598064
 2010/08/04	2620.5	2638.9	2589.99	2638.52	133762152
 2010/08/05	2636.24	2640.59	2606.62	2620.76	128048816
 2010/08/06	2618.71	2659.41	2598.91	2658.39	134772720
 2010/08/09	2656.36	2676.09	2650.4	2672.53	137100464
 2010/08/10	2672.79	2675.31	2594.34	2595.27	141535680
 2010/08/11	2587.61	2618.45	2586.02	2607.5	100286696
 2010/08/12	2584.92	2608.76	2570.96	2575.48	106481032
 2010/08/13	2576.69	2607.03	2564.84	2606.7	99461712
 2010/08/16	2603.79	2665.31	2596.77	2661.71	140100016
 2010/08/17	2663.18	2677.57	2654.01	2671.89	133731064
 2010/08/18	2674.5	2687.76	2654.41	2666.3	149040320
 2010/08/19	2669.43	2701.93	2659.3	2687.98	143211376
 2010/08/20	2677.02	2683.29	2636.91	2642.31	133844304
 2010/08/23	2637.82	2656.12	2629.71	2639.37	97571920
 2010/08/24	2636.53	2667.17	2614.56	2650.31	123896080
 2010/08/25	2634.95	2645.5	2595.73	2596.58	122661112
 2010/08/26	2604.88	2616.96	2590.61	2603.48	89344080
 2010/08/27	2602.5	2613.49	2588.64	2610.74	76986976
 2010/08/30	2622.27	2656.36	2620.19	2652.66	123486984
 2010/08/31	2644.79	2647.25	2626.79	2638.8	119586752
 2010/09/01	2641.05	2662.88	2604.49	2622.88	146411840
 2010/09/02	2646.89	2659.98	2636.42	2655.78	134796032
 2010/09/03	2658.13	2660.54	2631.85	2655.39	139408992
 2010/09/06	2667.2	2698.6	2664.24	2696.25	160113840
 2010/09/07	2698.22	2704.93	2679.02	2698.36	122360272
 2010/09/08	2687.71	2695.84	2674.32	2695.29	121039752
 2010/09/09	2698.64	2698.64	2651.6	2656.35	143897600
 2010/09/10	2657.23	2667.84	2628.83	2663.21	127547296
 2010/09/13	2665.65	2696.67	2660.61	2688.32	131056016
 2010/09/14	2694.07	2703.78	2678.97	2688.52	131193840
 2010/09/15	2688.39	2688.49	2645.86	2652.5	131545384
 2010/09/16	2646.92	2653.27	2583.34	2602.46	132904632
 2010/09/17	2607.55	2615.08	2592.54	2598.69	91459000
 2010/09/20	2601.48	2607.35	2573.63	2588.71	87931328
 2010/09/21	2593.76	2601.1	2580.18	2591.55	63513972
 2010/09/27	2600.54	2629.04	2597.14	2627.97	85235160
 2010/09/28	2625.33	2625.33	2607.02	2611.35	105640576
 2010/09/29	2608.92	2634.12	2603.93	2610.68	94705136
 2010/09/30	2599.71	2656	2597.6	2655.66	99965648
 2010/10/08	2681.25	2747.8	2677.99	2738.74	154842784
 2010/10/11	2755.03	2823.6	2755.03	2806.94	234107296
 2010/10/12	2795.76	2843.43	2782.34	2841.41	183345104
 2010/10/13	2842.14	2862.03	2826.22	2861.36	204856256
 2010/10/14	2881.55	2919.41	2864.52	2879.64	252315872
 2010/10/15	2863.74	2971.16	2858.22	2971.16	270345632
 2010/10/18	2985.46	3026.1	2944.71	2955.23	313731776
 2010/10/19	2949.63	3002.37	2931.91	3001.85	200031344
 2010/10/20	2947.51	3041.15	2942.5	3003.95	248942320
 2010/10/21	3009.22	3018.24	2958.55	2983.53	184194816
 2010/10/22	2976.75	2997.62	2954.62	2975.04	164470064
 2010/10/25	2979.71	3051.54	2959.3	3051.42	215013376
 2010/10/26	3065.84	3073.38	3017.82	3041.54	218718672
 2010/10/27	3031.65	3056.4	2988.87	2997.05	200353264
 2010/10/28	2989.29	3007.01	2969.3	2992.58	163821968
 2010/10/29	2993.3	2996.77	2955.48	2978.83	169299936
 2010/11/01	2986.89	3054.05	2986.89	3054.02	212136768
 2010/11/02	3061.63	3089.57	3029.32	3045.43	247101248
 2010/11/03	3044.02	3069.07	3017.1	3030.99	212275696
 2010/11/04	3035.37	3087.42	3035.37	3086.94	196342864
 2010/11/05	3129.87	3142.59	3105.92	3129.5	227970096
 2010/11/08	3140.4	3160.7	3124.09	3159.51	223699936
 2010/11/09	3159.02	3159.02	3110.34	3135	210097600
 2010/11/10	3120.44	3124.26	3093.88	3115.36	204678928
 2010/11/11	3108.51	3186.72	3102.77	3147.74	235039424
 2010/11/12	3121.92	3150.15	2975.16	2985.43	275732640
 2010/11/15	2984.87	3016.13	2939.68	3014.41	182643168
 2010/11/16	3007.64	3007.64	2885.75	2894.54	202748640
 2010/11/17	2852.48	2891.05	2824.12	2838.86	150755552
 2010/11/18	2855.61	2873.7	2827.18	2865.45	128359872
 2010/11/19	2879.65	2888.75	2806.64	2888.57	151705024
 2010/11/22	2861.61	2904.97	2852.77	2884.37	149004432
 2010/11/23	2872.17	2872.17	2791.58	2828.28	138528672
 2010/11/24	2794.86	2861.48	2794.86	2859.94	138859440
 2010/11/25	2875.86	2901.67	2856.96	2898.26	150993376
 2010/11/26	2890.29	2894.42	2851.96	2871.7	124679928
 2010/11/29	2861.15	2878.83	2841.79	2866.36	115034136
 2010/11/30	2863.41	2881.16	2758.92	2820.18	164585296
 2010/12/01	2810.54	2834.2	2795.81	2823.45	93095696
 2010/12/02	2860.46	2870.81	2841.47	2843.61	115736912
 2010/12/03	2846.72	2853.4	2822.74	2842.43	96481072
 2010/12/06	2850.38	2871.41	2831.7	2857.18	103928536
 2010/12/07	2843.77	2884.53	2809.11	2875.86	101184184
 2010/12/08	2868.73	2880.56	2843.94	2848.55	99224976
 2010/12/09	2837.61	2854.7	2808.51	2810.95	104740656
 2010/12/10	2798.74	2850.42	2792.52	2841.04	92410224
 2010/12/13	2850.33	2923.77	2847.66	2922.95	144036384
 2010/12/14	2928.3	2933.41	2912.42	2927.08	132789464
 2010/12/15	2927.26	2939.05	2905.65	2911.41	121115584
 2010/12/16	2908.87	2921.27	2891.86	2898.14	95086936
 2010/12/17	2896.77	2898.81	2881	2893.74	81044840
 2010/12/20	2901.47	2911.56	2804.56	2852.92	133646240
 2010/12/21	2857.59	2908.17	2846.63	2904.11	126443456
 2010/12/22	2910.73	2917.2	2867.05	2877.9	111527792
 2010/12/23	2874.2	2893.71	2849.84	2855.22	101062520
 2010/12/24	2841.35	2853.49	2813.5	2835.16	94833608
 2010/12/27	2842.81	2876.81	2774.54	2781.4	113573304
 2010/12/28	2768.03	2775.15	2730.41	2732.99	99402208
 2010/12/29	2735.48	2753.03	2721.48	2751.53	73072704
 2010/12/30	2751.97	2768.13	2724.54	2759.58	83045224
 2010/12/31	2759.16	2808.93	2758.13	2808.08	94574608
 2011/01/04	2825.33	2855.4	2810.11	2852.65	122603784
 2011/01/05	2833.12	2850.49	2824.3	2838.59	115080016
 2011/01/06	2838.43	2853.88	2816.95	2824.2	93262304
 2011/01/07	2820.66	2868.01	2807.87	2838.8	130892456
 2011/01/10	2832.62	2847.36	2786.86	2791.81	102350528
 2011/01/11	2783.48	2810.76	2770.34	2804.05	91000760
 2011/01/12	2811.79	2828.47	2788.13	2821.31	88306880
 2011/01/13	2830.53	2837.53	2810.87	2827.71	82491776
 2011/01/14	2817.05	2817.05	2780.44	2791.34	84545720
 2011/01/17	2772.45	2780.94	2698.78	2706.66	108833416
 2011/01/18	2696.15	2715.41	2683.37	2708.98	69954664
 2011/01/19	2707.82	2759.6	2700.81	2758.1	88787872
 2011/01/20	2752.8	2752.8	2676.13	2677.65	96939736
 2011/01/21	2668.68	2746.18	2667.29	2715.29	110451976
 2011/01/24	2716.52	2736.11	2690.65	2695.72	97761296
 2011/01/25	2691.69	2701.04	2661.45	2677.43	79592280
 2011/01/26	2677.17	2710.74	2676.77	2708.81	67051840
 2011/01/27	2690.82	2753	2677.21	2749.15	117284232
 2011/01/28	2741.31	2759.44	2733.29	2752.75	91330384
 2011/01/31	2751.53	2790.92	2748.54	2790.69	98398464
 2011/02/01	2795.07	2805.05	2785.3	2798.96	78654504
 2011/02/09	2778.7	2804.21	2764.87	2774.07	95661040
